sentiment 0-negative 1-positive 2-neutral,text,lang,"0,1,2"
,"RT @ComicBook: Empire Magazine Running 22-Page Tribute to Stan Lee
https://t.co/kfBEpKp74D https://t.co/NdnbjG2nwu",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,#SpongeBob #SquarePants creator #StephenHillenburg #dead #freemason #satanic #cartoons  #disney #StanLeeForever… https://t.co/PzQxBJ82GX,es,
,"Me: ""The creator of Spongebob is dead!""

Elliot: ""yeah, rip Stan Lee""",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @weyoyeyo: #StanLee dejo una rica herencia a toda la humanidad #FantasticBeasts #BuenViernes https://t.co/yrSEu7YHk6,es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @antoluke616: I had to wait a while for the initial shock to pass over me until I could draw this, this is my tribute to the legend #Sta…",en,
,"RT @thesonofcar13: stan lee and stephen hillenburg were some of the reasons why i got into cartoons, pop culture, and drawing as a kid. wit…",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @20m: Stan Lee, padre de los superhéroes de Marvel, murió por una insuficiencia cardiaca y respiratoria https://t.co/keT3mAthXA",es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,RT @Jrnotjnr18: Stan Lee and Stephen Hillenburg two great creators and inspiration both dead in the month of November. My heart can’t take…,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,IS SOMEONE CUTTING ONIONS?,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @buse_chris: HAIL HYDRA!
No... Cap would not say these words... he would NEVER say them... but Madame Hydra is who. And we learn why tha…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @Cellspex: Why does everyone think groaning at the Stan Lee cameo is a slight? Everyone was SAD,en,
,@TheRealGDColon you forgot stan lee dummy,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,@LeslieWeegee rip to everyone on the list except stan lee,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @CommisDesComics: Stan Lee à Londres. https://t.co/2e8P5P8V4w,fr,
,"RT @BLOGRSNOTICIA: Causa da morte de Stan Lee, quadrinista da Marvel, é revelada. https://t.co/z3pY8gUTpy",pt,
,Stephen Hillenburg and Stan Lee... man November is not a good month,en,
,"RT @BLOGRSNOTICIA: Causa da morte de Stan Lee, quadrinista da Marvel, é revelada https://t.co/ahWp9hKPqQ",pt,
,"RT @Kemdizzzle: I just noticed that the 4 biggest icons who died this year all have names that start with “St”

Stefan Karl
Stephen Hawking…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,RT @extrmlifechager: #SpongeBob #SquarePants creator #StephenHillenburg #dead #freemason #satanic #cartoons  #disney #StanLeeForever #stanl…,es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @Jrnotjnr18: Stan Lee and Stephen Hillenburg two great creators and inspiration both dead in the month of November. My heart can’t take…,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"Me gustó un video de @YouTube https://t.co/PKulZuBqto Pregúntale al Jefote (Stan Lee, El canal del Jefote)",es,
,"RT @ComicBookNOW: Empire Magazine Running 22-Page Tribute to STAN LEE
https://t.co/iusEHAZDtz https://t.co/cnqxeD6v2O",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @Cardoso: Pensando aqui como o cinema vai aplaudir quando aparecer o cameo do Stan Lee em Capitã Marvel.,pt,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @Kemdizzzle: I just noticed that the 4 biggest icons who died this year all have names that start with “St”

Stefan Karl
Stephen Hawking…",en,
,A special shout-out to the wonderful Stan Lee cameo and touching final message. Bravo to all involved in this fantastic movie.,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @5_Star_Hustler: Allow people to learn sweetie. The fact that you adore a celebrity doesnt mean everyone should know him? Do you know Li…,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @chuuzus: first Stan Lee dies now Stephen Hilenburg the creator of SpongeBob Squarepants is dead. This November ain’t shit https://t.co/…,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @ComicBookNOW: Empire Magazine Running 22-Page Tribute to STAN LEE
https://t.co/iusEHAZDtz https://t.co/cnqxeD6v2O",en,
,"Me gustó un video de @YouTube https://t.co/9p4fQ8rNF9 Pregúntale al Jefote (Stan Lee, El canal del Jefote)",es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @thesonofcar13: stan lee and stephen hillenburg were some of the reasons why i got into cartoons, pop culture, and drawing as a kid. wit…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,awwww rip stan lee,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @glassofwhskeyok: I can not believe it... rest in peace Stan Lee. https://t.co/9VDMTiPBjn,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @Diarmuid_S: A special shout-out to the wonderful Stan Lee cameo and touching final message. Bravo to all involved in this fantastic mov…,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @ComicBook: Empire Magazine Running 22-Page Tribute to Stan Lee
https://t.co/kfBEpKp74D https://t.co/NdnbjG2nwu",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,"RT @sippinongay17: stephen hawking, stefan karl, stan lee, and stephen hillenburg all died this year. my prediction for who's next is steph…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @Kemdizzzle: I just noticed that the 4 biggest icons who died this year all have names that start with “St”

Stefan Karl
Stephen Hawking…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @Nathorix: Stephen Hawking

Stefan Karl

Stan Lee

and Stephen Hillenburg

All died this year. I guess if your name starts with an 'S' y…",en,
,"RT @thesonofcar13: stan lee and stephen hillenburg were some of the reasons why i got into cartoons, pop culture, and drawing as a kid. wit…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,I liked a @YouTube video https://t.co/8Z49pXm7I7 Hitler is informed Stan Lee has died,en,
,RT @AngelSuicide17: Não só a fenda do biquíni está em luto como o mundo também está. Temos o apoio do mundo da Marvel ao nosso lados. Grand…,pt,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,😢,und,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,...,und,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @LeslieWeegee: This year, we have lost:

Stephen Hawking

Stefan Karl

Stan Lee

And now, our beloved Stephen Hillenburg

Rest in peace",en,
,😂😂😂,und,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"I liked a @YouTube video https://t.co/aS7h3QHfU8 Pregúntale al Jefote (Stan Lee, El canal del Jefote)",es,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @variantcomics: Watch the full ‘History Of Spider-Gwen’ Episode now at https://t.co/PUn9SbO2tH! 

#SpiderGwen #GwenStacy #GhostSpider #S…",en,
,"Eu não consigo falar da morte do Criador do Bob Esponja. Eu não sei o que dizer, é estranho saber que aquele gênio… https://t.co/b1K5OGeabI",pt,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @sariti__: chico del bus 1: joder tío se ha muerto stan lee
chico del bus 2: *se gira* tronco..... stalin se murió hace un rato ya eh",es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,Rob @robertliefeld Liefeld creating Diehard before Stan Lee's entertained eyes. https://t.co/IjD7yiGuCe,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @5_Star_Hustler: Allow people to learn sweetie. The fact that you adore a celebrity doesnt mean everyone should know him? Do you know Li…,en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @Rankssauro: Mortos esse ano:
Stephen Hawking, Stan Lee.
E agora, Stephen Hillenburg.

Esse ano ta cada vez pior. https://t.co/08RkwZ9Kno",cy,
,"RT @rogertaylcrs: hi loves! i’m a new queen/borhap stan acc and i’m lookin for mutuals so please rt/like if you stan

• brian may
• freddie…",en,
,Also even though that Stan Lee cameo in Spider-Man PS4 wasn't sad it still got to me https://t.co/livxrHXwth,en,
,"Me gustó un video de @YouTube https://t.co/Ue1cD7yRht Pregúntale al Jefote (Stan Lee, El canal del Jefote)",es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"En 100 días llega #CapitanaMarvel a la pantalla grande! 
#marvel #StanLee #BrieLarson #JudeLaw",es,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @ComicBookNOW: Empire Magazine Running 22-Page Tribute to STAN LEE
https://t.co/iusEHAZDtz https://t.co/cnqxeD6v2O",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @Kemdizzzle: I just noticed that the 4 biggest icons who died this year all have names that start with “St”

Stefan Karl
Stephen Hawking…",en,
,"Me gustó un video de @YouTube https://t.co/EbjKCRz3T8 Pregúntale al Jefote (Stan Lee, El canal del Jefote)",es,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @ComicBookNOW: Empire Magazine Running 22-Page Tribute to STAN LEE
https://t.co/iusEHAZDtz https://t.co/cnqxeD6v2O",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,RT @loccdawgg: 2018 can really eat a dick. Balls and all https://t.co/jW0nYXgh8P,en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @JewishVoice: “If the recently deceased comic book genius, the kid from New York, Stan Lee, ever wanted to create a Jewish super-heroine…",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
,"RT @e6entric: *Stan Lee creator of Marvel dies*

weeks later....

*Spongebob creator dies*
 https://t.co/P2ex89L58g",en,
