sentiment 0-negative 1-positive 2-neutral,text,lang
,The most rewarding experience of you life will be listening to this ep from @DinnerPodcast! Be the coolest one at t… https://t.co/qFZXsiU0ra,en
,Six Essential Comics by Stan Lee You Need to Read https://t.co/5WSXKkq2kb,en
,we stan even not being sure of this engagement,en
,"you, a fool: stan lee
me, an intellectual: stan loona",en
,"@deadpoolmovie Deadpool Movie
Hi
I Think You Must See This..
Stan Lee Died Before Seeing 'Ralph Breaks the Internet… https://t.co/5QKE3cuhf6",en
,if you missed the last episode of the Jordan Davis Podcast i talk about what could happen in #Avengers4 and what's… https://t.co/XwxvCu8Efz,en
,@puppetboiyt Respect to Stan the man Lee,en
,"""Ad"" TRUE BELIEVERS: AMAZING FANTASY #1 CGC 9.8 SS. SIGNED BY STAN LEE! REPRINT OF... https://t.co/AR04eUpjKk… https://t.co/Vu1Imbx7J8",en
,"""Ad"" Daredevil Marvel Stan Lee Autographed 8x12 Cover Photo with COA https://t.co/bZQhFdIh4H #StanLee https://t.co/JBQ46kB8dz",en
,"""Ad"" STAN LEE 8x10 CERTIFIED AUTOGRAPH AUTO FRAMED PHOTO PICTURE https://t.co/LNGe2B3Jc6 #StanLee https://t.co/Gq4ngtJybu",en
,"""Ad"" STAN LEE AUTOGRAPHED LIFE-SIZED BUST, EXTREMELY LIMITED https://t.co/w4I9H0lWmS #StanLee https://t.co/PKZAvjPkKj",en
,I liked a @YouTube video https://t.co/8yHANTY5Af Bill Maher Attacks Stan Lee &amp; Comic Books,en
,"This is beautiful, @MegaRan !
https://t.co/lydjLKPcdP
#StanLee #RIPStanLee",en
,The best. Even Stan Lee himself said Tom’s Spider-Man was just how he envisioned the character when he created him.,en
,🔥🔥 #ForSALE: #MarvelComics' #TonyStark #IRONMAN #1 COMPLETE ARMOR #VARIANT SET #DanSlott! #StanLee #TrueBeliever… https://t.co/35f7CCfRZc,en
,🔥🔥 #ForSALE: VERY HIGH GRADE #NewAvengers #8 2013 1st App #Thanos' #BlackOrder! #Avengers: #InfinityWar! #StanLee… https://t.co/LPQBIhTSY9,en
,@TheEconomist Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/FjN7lQA8Kb,en
,@TheDCEU Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/gQe1WQYJnJ,en
,@TVInsider Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/aLZZhntnwz,en
,@WestHillsLIB Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/DePtdguc63,en
,🔥🔥 #ForSALE: A HUGE LOT of 78 #Various #MarvelComics #Variants by #SKOTTIEYOUNG! Baby #ComicBooks #StanLee… https://t.co/kyq42CAswa,en
,@BookRiot Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/zf3m9IwVgC,en
,@nicholastmusic @Hesutate This got more retweets than stan lee's dead,en
,🔥🔥 #ForSALE: LOT of 20 Various #MarvelComics #Variants by #SKOTTIEYOUNG! Baby #ComicBooks #StanLee #TrueBeliever… https://t.co/mH0yqlaJVP,en
,@ArtistChecho @YouTube Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/LOepe9fsGb,en
,@west24010 Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/APorVnvxQm,en
,@LucasCaMattos Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/CtXmwzWzV1,en
,@stay82235993 Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/N77MaVAZso,en
,🔥🔥 #ForSALE: #MarvelComics' #FactFiles #Ultron Special #7 with a SPECIAL resin #figurine from #Eaglemoss! Created b… https://t.co/LahVmWr57F,en
,Stan Lee 😭 https://t.co/qN2hd1VqAh,en
,@isyaboydickface Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/syp5YPWuSm,en
,@Prince_Dullard @ThatKevinSmith Our Free Android App Tribute to Stan Lee where you can view all his wonderful creat… https://t.co/Qcxlsy6yhU,en
,@sparchiver @TheRealStanLee Our Free Android App Tribute to Stan Lee where you can view all his wonderful creations… https://t.co/UGqPdDCFVX,en
,Stan Lee Help Me,en
,"MARVEL X SANTA CRUZ ""SPIDERMAN SCREAMING HAND"" LTD SKATEBOARD DECK RARE STAN LEE https://t.co/zp4nWFi6c9",en
,"🔥🔥 #ForSALE: Set of FIVE RARE #LEGO Variant Covers from #MarvelComics | Titles include #UncannyAvengers, #Wolverine… https://t.co/dYtHpXI2Bn",en
,"2 Days Away
ⒶⓁⓉ-ⓉⓇⒶⓅ
Not your Average Trap  
Wednesday 🧨
November 28th 
@odysseyloungeatl 🧜‍♀️
1015 W. Marrietta St… https://t.co/mFPNezxOeW",en
,🔥🔥 #ForSALE: #MarvelComics' #JaneFoster aka Female #Thor #1 - FIVE Issue #Variant Cover LOT #StanLee #TrueBeliever… https://t.co/ASdkd8yIec,en
,Preach. https://t.co/EGaAkNnBzp,en
,S T A N ⚡️ L E E @yttaparker #stanlee #spiderman #marvelcomics #hollywood #losangeles en Hollywood Walk of Fame https://t.co/RhFv52MECR,en
,🔥🔥 #ForSALE: An EXTREMELY VERY #RARE #Magneto #1 1:50 NM/M #JohnCassaday #Variant cover from #MarvelComics!… https://t.co/tiWJi8usMf,en
,🔥🔥 #ForSALE: A HUGE Lot Of 49 #HipHopVariant #ComicBook Covers frm #MarvelComics #StanLee #TrueBeliever + BONUS! |… https://t.co/gvOlctW4EF,en
,🔥🔥 #ForSALE: HUGE #Thor &amp; #JourneyIntoMystery #83 LOT! Stunning #KEYIssues! 1966 #165 #158 #StanLee #TrueBeliever… https://t.co/rDoRO4RGn1,en
,"🔥🔥 #ForSALE: VERY LIMTED #MarvelComics' #Venom #7 SECRET ""Tongue"" #VARIANT #StanLee #TrueBeliever #RyanStegman!… https://t.co/oNAuduDmlR",en
,🔥🔥 #ForSALE: SET Of NINE Variants of #SpiderGeddon #1 from #MarvelComics! TEN #COMICS TOTAL! #StanLee #TrueBeliever… https://t.co/00hAD3LNWK,en
,"@TheRealStanLee @gillchampion WhenIMet*StanLee*
IWasDressedAs
*Spiderman*&amp;HeKnewMe
AsThe *HollywoodSpiderman*
&amp;HeSa… https://t.co/fNoJroU3Zc",en
,🔥🔥 #ForSALE: #MarvelComics' #SpiderGwen #GhostSpider #1 COMPLETE #variant cover SET #StanLee #TrueBeliever… https://t.co/h50EehbQkk,en
,IM A MARK STAN DONT BE FOOLED  BY MY LAYOUT AND NONSTOP TWEETS ABOUT MY MY LOVE FOR LEE DONGHYUCK https://t.co/liEdMSucmM,en
,@TheRealStanLee @gillchampion WE MISS U STANLEE AND WHAT A GREAT PICTURE.,en
,I added a video to a @YouTube playlist https://t.co/KfmkD1IjBW This Man Stanlee Knocked {Stream Highlights} [Fortnite],en
,I added a video to a @YouTube playlist https://t.co/KfmkD1qIdm This Man Stanlee Knocked {Stream Highlights} [Fortnite],en
,I liked a @YouTube video https://t.co/I8JZzzk5SG Stan Lee's Last Video,en
,For a second I was like how the hell is Stan Lee tweeting but then I realised... he probably has multiple people lo… https://t.co/7HycIGXOby,en
,Tap @DCComicsKids  im DOMI HOM  HOMAN STREET B A MINUS DRAWINGS BY DOMI HOM RIP STAN LEE WRITER AND ARTIST I WAS WR… https://t.co/rYhGrGyTEi,en
,"#YIAYmeme 

* Red Fred Redemption 2
* Mars landing faked
* Kim Jong Un joins BTS
* Stan Lee superhero Photoshop",en
,I hope Stan Lee's will specified whether there should or should not be CGI Stan Lee cameos in the relevant movie going forward,en
,"@SethAMandel Ostrich Feathers jacket.  In the immortal words of Stan Lee: ""Nuff said.""",en
,Life is never completely without its challenges. ~Stan Lee,en
,"Trend Ranking within 24 hours

No.1 Markelle Fultz
https://t.co/3ALhUvG8zO
No.2 Stan Lee
https://t.co/RAYk9xQn69
No… https://t.co/UkNY77tqv5",en
,The Best of Stan Lee’s Marvel Comic Books https://t.co/lvoXjLsHtm https://t.co/xcde1GTG0f,en
,The original six ‘Avengers’ assemble to say goodbye to Stan Lee  https://t.co/D3p6X8BAo1,en
,"Excelsior, Mural Fans! Stan Lee Gets A Spray-Painted South LA Tributeby Mike Roe | https://t.co/EQn4W1Poeb",en
,"@DarienMoya RIGHT??? I was so not gonna see it because of all the bitching, but it was all the joy and happiness I… https://t.co/qKUAh0TD1W",en
,"Marvel Studios chief Kevin Feige wrote a tribute to Stan Lee, and described their final meeting: 'Maybe on some lev… https://t.co/nImumGZY5l",en
,This man was a great inspiration to us!,en
,@DarthCass125 Theyve decided to sell autographs from Stan Lee and claim part of the money is going to charity. When… https://t.co/QszvGy2ea3,en
,"Give us something, Marvel. Stan Lee commands you!",en
,"@MarvelChampions After years of playing this game I’m finally done with this game, today was the last straw, the he… https://t.co/2TCwrsAdhP",en
,Tribute: Remembering Marvel Comics' Stan Lee - The Crimson While https://t.co/MtlREJMxSr,en
,Stan Lee deserved his own commemorative issue in the latest Entertainment Weekly.  All he got was a one page writeup.,en
,"""when another cameo by Stan Lee"" T_T
#MarvelFan — watching Ralph Breaks the Internet 2018",en
,@Plipster Bob is a rollercoaster. One day he makes an amazing set of videos on Diablo Drama and the thing with Stan… https://t.co/SYtissDd9h,en
,#Breaking #in #memoriam Stan Lee #stanlee #marvel #spiderman #avengers #ironman #captainamerica #comics… https://t.co/2D6d2R7ADh,en
,Cgi stan lee is the strongest character in the mcu,en
,The Top 5 BEST Marvel Movies | Was Stan Lee ahead of his time? JLATop5 @Abwon @SaunidNicolas @MessiahJuni… https://t.co/fmVTSaSrj3,en
,Stephen Hillenberg and Stan Lee.  Who will make 3?,en
,First Stan Lee and now Stephen Hillenburg 😭😭😭,en
,"First Stan Lee, now this? 2018 is ending WAY worse than I had imagined.",en
,"It's bad enough that we lost Stan Lee, but now Stephen Hillenburg as well. Rest in peace",en
,"We lost Mac Miller, Stan Lee and The Creator of Spongebob in the past 3 months ... BRO I HATE 2018!!! 😭😢",en
,"It was Stan Lee and now Stephen Hillenburg the creator of Spongebob, To see much great people go is hard, Stephen w… https://t.co/6Y9TYu9496",en
,FIRST STAN LEE NOW STEPHEN HILLENBURG THIS IS NOT FAIR,en
,Last week was Stan Lee. This week we lost Stephen Hillenburg (Creator of SpongeBob). They have passed down their cr… https://t.co/DJ7RPJeyky,en
,"Every year, we lose great people. First Stan Lee, now the creator of my childhood.

RIP Stephen Hillenberg. 😭😭😭",en
,...old age?,en
,"First Stefán Karl Stefánsson, then Stan Lee, and now Stephen Hillenburg, How many lives must you take before you're… https://t.co/G1ft6I5Y7J",en
,Rare Wolverine Stickers https://t.co/OqDvKEtB4M ………#wolverine #marvel #hughjackman #comics #marvelwolverine… https://t.co/Gxnk4xQh3O,en
,I still cannot believe that #StanLee Is Gone 😔😢#RIPStanLee https://t.co/jhqvDvoUql,en
,"First the legend Stan Lee, now the creator of one of the greatest cartoons ever made...life is in shambles right no… https://t.co/98pp0X40od",en
,"Last week, we made a tribute to the late @TheRealStanLee to celebrate his amazing contribution to the world mixing… https://t.co/71mzZFi2IQ",en
,"I don't really care if I'm almost 17 and do love SpongeBob af but geez, I knew that Stephen will die cause he had A… https://t.co/khKgkhk91L",en
,I really like that idea!!!!,en
,"@jasonaaron That's not to say Stan Lee said: ""In any fight between characters in comics 'wins' whoever the writer wants him to win!"".",en
,"Man. We're losing too any legends this year. First Stan Lee, and now Stephen Hillenburg. Say what you will about Sp… https://t.co/mSXRnuPVHr",en
,damn first we lost stan lee now we lost stephen hillenburg💔diss tewww muchhh😢 https://t.co/7xsFLCvkXQ,en
,"First Stan Lee, now Stephen Hillenburg... my childhood would’ve never been the same without you😔 https://t.co/CuYRk8yaeG",en
,"@BasMakesGames Seems to be that time. Stan Lee, Nicolas Roeg, Bernardo Bertolucci. So many legends.",en
,Check out what I found. Funko Pop - Stan Lee Smithsonian Guard 283 - Captain America The Winter Soldier https://t.co/CcrFft3xYv via @eBay_UK,en
,"May you rest in peace Steve Hillenberg... 

Another legendary hero has died... 2018 has been a difficult year for m… https://t.co/PAf9UFSV37",en
,Between Stan Lee and Stephen Hillenburg a lots of kids are losing the architects of their childhoods,en
,We lose both the genius behind the Superhero universe (Stan Lee) &amp; the creator of SpongeBob SquarePants (Stephen Hi… https://t.co/HMxNub2tyj,en
,Stan Lee death certificate reveals the Marvel Comics creator died from lung failure after ‘inhaling food’… https://t.co/x3ZpDOBEI8,en
,Rip Steve Hillenburg. Gone but never forgotten 🙏 Thanks for everything you will be missed. We lost two creative leg… https://t.co/iXmYZGkwsF,en
,First Stan Lee and now Stephen Hillenburg I seem to be losing the most influential men in my life :(,en
,I’ve always heard death comes in 3’s &amp; sometimes tripled - in 9’s.,en
,@FaZeRug @mal_onda @kilo_og damn first Stan Lee now 😓,en
,"Stan lee the legend of marvel comics died, Stephen the creator of spongebob has died. My question is..

What is the… https://t.co/AYtq7I4KO6",en
,"Stan Lee &amp; Stephen Hillenburg died in the space of 2 weeks 
2 people who influenced my childhood and the way I grew… https://t.co/hFPly5Ez9Q",en
,"ANGRY GRANDPA, STEPHEN HAWKING, VERNE TROYER, MAC MILLER, STAN LEE, NOW STEPHEN HILLENBURG

SO MANY GOOD PEOPLE ARE… https://t.co/v4n7B3Ku9V",en
,"First Stan Lee now this?!
Rest in Pineapple Stephen Hillenburg",en
,"I liked a @YouTube video https://t.co/CR6WMGMCWb Stan Lee, The Life &amp; Times - Know Your Universe",en
,"First The Old Man from Pawn Stars, then Stan Lee. Now Stephen Hillenburg. So many laughs, so many memes, so many me… https://t.co/mrrWpWFtcg",en
,How I feel with Stan Lee and Stephen Hillenburg having passed away https://t.co/j4rzSPT9Ud,en
,"so u tellin me we lost Mac Miller, Aretha Franklin, Stan Lee, the creator of SpongeBob, and half the Marvel Universe all in one year?",en
,Can you give us Stephen and Stan Lee back? Take a bad person instead?,en
,"We are sadden to see #StanLee gone. Not only did he make amazing comics to entertain many, but he was someone who w… https://t.co/ZNNbuZ2aZZ",en
,"@HuffPost @benshapiro First Stan Lee, now him? I’m gonna miss them both for so long 😢",en
,"Im sad. Stan Lee died, now Stephen Hillenburg died of ALS a couple hours ago, and article 13 is getting stronger. H… https://t.co/avVBUDmaCz",en
,First Stan Lee...,en
,"First Stan Lee and now this? 

Our childhoods are dying right before our eyes.. 

#RIPStephenHillenburg",en
,"first Stan lee, now him my childhood is falling apart in front of my face",en
,"Stan Lee , now this?? nooooo",en
,"We've lost Stefan Karl, Stan Lee, and now Stephen Hillenburg this year... i'm genuinely sad about this.",en
,"Matt and Jeff are here to tell you: NEW EPISODE OUT NOW, and it's all about the legacy of Stan Lee! 
Catch all the… https://t.co/49oGwIfvcq",en
,"@YouTube No, I’m feeling sorrow and anguish having lost Stan Lee and Stephen Hillenberg In the same month",en
,"@kellengoff I'm not ready for this. First Stan Lee, now HIM?!! Who's next, BETTY WHITE?!!",en
,@HOODSINS we just lost stan lee and now him 💔,en
,Dude like first Stan Lee died now Stephen...  Dude like my mind can't process this shit right now. Two Legends that… https://t.co/pIRzR81DHk,en
,Marvel Legend Stan Lee's Death Certificate Lists Heart Failure as Cause of Death https://t.co/aOXRyKvvdf,en
,"First Stan Lee, now Stephen Hillenburg... Teenage me is going through something right now",en
,First Stan Lee now Stephen Hillenburg 🥺 RIP,en
,Marvel Comics creator Stan Lee's cause of death revealed - Fox News https://t.co/ro5c94zcRj https://t.co/fydhRsdmaK,en
,Marvel Creator Stan Lee’s Cause Of Death Revealed https://t.co/7PslWOykg9,en
,RIP Stephen Hillenburg. I grew up on spongebob. While I’m not as obsessed as some people it’s sad to see him go. Li… https://t.co/Uwdl6csscs,en
,"First Stan Lee, now Stephen Hillenburg... Rest in peace Legend",en
,"Man-Legend 
#stanlee #marvel #Spiderman #iluvit https://t.co/lsvRe1tOQe",en
,So sad first Stan lee now him 😔,en
,Dog 2018 took Stan Lee and Hillenburg away. I’m not here for that.,en
,"First Stan lee now Stephen Hillenburg, I swear to god 2018 is single-handedly ending my childhood",en
,"@Nickelodeon First Stefan Karl Stefansson, then Stan Lee, now him. Why, F",en
,@LRDSPITTYFLVCKV LMAAAAAAAAAAAOOOOOOOO that’s how I felt about Stan Lee 😭,en
,First Stan Lee now Stephen Hillenburg 2018 man 😩,en
,So you’re telling me that we lost Stan Lee AND the creator of spongebob in the same month???? November is cancelled… https://t.co/w39N4aNTo4,en
,I'm really gonna miss him along with Stan Lee :(,en
,"@pun_rii Legendary comic creator Stan ""the man"" Lee said in an interview that he create's what he like's because th… https://t.co/fyyaZKcR5v",en
,two great creators in the same month. We’ll never forget you Stan Lee &amp; Stephen Hillenburg. Rest In Peace. https://t.co/UvN2HbUeY6,en
,"A shoutout to @redlianak . Was unaware Bill Maher was in Iron Man 3. I thought it was a pretty good movie, myself.… https://t.co/EmSudDCgeY",en
,"#RT @WhatTheFFacts: .@TheRealStanLee Cause of Death Released
https://t.co/tHm82WtrZ5",en
,"I'm sad, we lost Stan Lee and now Stephen Hillenburg. These men inspire me to be creative and fun, they kept me up… https://t.co/liLcJGr78J",en
,First Stan Lee now this😥 R.I.P to another legend❤rest easy,en
,Everything is falling apart,en
,First Stan lee now this 😭😢,en
,first stan lee n now stephen hillenburg fuck....,en
,First Stan Lee now this.🥺 https://t.co/DFcT3wsYuO,en
,Draw My Life : Stan Lee  (Tribute) https://t.co/CSi5dMYLaw via @YouTube,en
,i tweet about stan lee dying then days later he dies... was just tweeting about fuckin doodlebob last night and now… https://t.co/0H1WZfzgqM,en
,This man got a Android your honor,en
,so Stan Lee is gone and now y’all are telling me Steven Hillenburg (the man who voices spongebob) is dEaD ?? no one… https://t.co/IuoDtSEpGn,en
,"Jesus Christ, first Stan Lee and now Hillenburg? This month is pretty shocking and depressing at the same time.",en
,2018 took Stan Lee and now Spongebob. Idk if my heart can handle what 2019 is gonna throw at us,en
,First Stan Lee then Stephen Hillenburg? Fuck 2018 https://t.co/7lZijWxTtB,en
,This makes me more upset than Stan Lee,en
,"Still can’t believe it though, THE Stephen hillenberg is gone...the man that shaped my childhood...dead. It’s one t… https://t.co/9VEY3ZWbke",en
,Going to be a great day at @bplgrovehall @BayStateBanner @DigBoston #Boston,en
,@LadyCroissants Primero stan lee and now this. I cant,en
,"So Totalbiscuit, Big Nibba, Stefan Karl, Stan Lee, Stephen Hillenburg, and the WHAT ARE THOOOOSE guy all died in the same year... Fuck 2018.",en
,Can someone check on Danny Antonucci? He created Ed edd n eddy,en
,Tom Holland is the last Spider-Man Stan Lee met.,en
,"I never watched spongebob but it's a shame Stephen Hillenburg died.
First Stan Lee now him, let's hope this year do… https://t.co/1nd8yle6jO",en
,@Nickelodeon 2018 is really going downhill first Stefán Karl Stefánsson then Stan Lee and now Stephen Hillenburg...… https://t.co/Adt0Zdpa33,en
,"Rest In Peace to:
The Man: Brandon Moore
The Myth: Stephen Hillenburg
The Legend: Stan Lee",en
,"First Stan Lee the creator of Marvel dies, now Stephen Hillenberg the creator of spongebob has died.... God can we… https://t.co/S8fvqM98cx",en
,I feel more sad about his death than Stan Lee's one,en
,He will be missed Stephen Hillenburg he gone be drawing in heaven with Stan Lee,en
,First Stan Lee now this. Why do I always get this news in class? Now I'm gonna be depressed for the rest of the wee… https://t.co/MBUGsKczxu,en
,First Stan Lee now Stephen Hillenburg... screw November man,en
,"First Stan Lee now Stephen Hillenburg, I swear to god 2018 is single-handedly is ruining my childhood memories",en
,"First Mac Miller, Stan lee, and now the creator of spongebob..?? Wtf is going on this year bruhh",en
,"2018 has taken our childhood. 😭💔💔💔
#StanLee #StephenHillenburg #RIP https://t.co/a63zGIrI7N",en
,Remember #StanLee with the best of the best of his comics from @WIRED. https://t.co/4WUI5a7ohU #comics… https://t.co/ZDFbuP8Zon,en
,Check out Spider-Man #1 (1990 Gold Edition) CGC SS 9.2 Signed By Stan Lee &amp; Todd McFarlane https://t.co/cY9YV2FOEC… https://t.co/MyPAYljhOU,en
,I liked a @YouTube video https://t.co/w8GJ6Bhror STAN LEE NESTING DOLL Painting: Matryoshka Tribute!,en
,First Stan Lee Now Stephen Hillenburg. 2018 Really Tryna End On A Bad Note,en
,"""Are ya' ready, kids?
Aye, aye Captain!
I can't hear you?!
Aye, aye, captain!
Ohh...!

Who lives in a pineapple und… https://t.co/d1ZDFKeoxl",en
,Stan Lee's cause of death revealed (spoiler: Not from accidental fall  while trying to swing from building like Spi… https://t.co/pnDF5RMr7i,en
,"2018, the death year
No, seriously, where I come from many arcade places shut down and we have Stan Lee then Stephe… https://t.co/BIuDchGZmU",en
,The Top 5 BEST Marvel Movies | Was Stan Lee ahead of his time? JLATop5 @Abwon @SaunidNicolas @MessiahJuni… https://t.co/U0NUAG997N,en
,"I don’t care what anyone says, Spongebob from seasons 1-3 are one of the funniest of shows humanity has ever made.… https://t.co/zfAQnFqnWc",en
,Damn! We just lost Stan Lee not too long ago and now I just found out the creator of Spongebob has Passed away too.… https://t.co/oZ0ET6MJVQ,en
,"Sadly I did not make up my mind soon enough, and I did not realize it was a one day only #CyberMonday sale. I could… https://t.co/TaErphIY91",en
,"I know that Stan Lee and Stephen Hillenburg are making a good ass show right now, #RIPStephenHillenberg",en
,Stan Lee's Cause Of Death Revealed https://t.co/2odMWGPWhZ,en
,"Why is this happening to us. First, Stan Lee, the best comic creator to ever live, and now Stephen Hillenburg. He i… https://t.co/NL3gCthWFj",en
,Yo the passing of Stephen hillenburg is more sad than the passing of Stan lee don’t @ me ☹️,en
,Stan Lee's Cause of Death Revealed  #TrendingNow #News #Trending https://t.co/R8jsVa1TsX,en
,My 10 yr old gave a school presentation today on his hero Stan Lee. Topic was how wearing tshirts that looked like… https://t.co/ON0Bvl6kD0,en
,"Anybody who knows me, knows that I’m not especially enamored of celebrities. But I stan for this man. Happy 78th Br… https://t.co/xdJcTp2Nm6",en
,Steve Ditko And Stan Lee Died The Same Year.,en
,"Man, life’s testing me now. First Stan Lee, now Stephen Hillenburg. Rip my childhood",en
,@KinginWithDev whenever I see this video I think of @tfn15_ pinned tweet 😂,en
,"@redlianak Watching your Maher video, wanted to note.
Stan Lee and Jack Kirby DID create T'Challa/Black Panther in… https://t.co/OKAPVJbihb",en
,@danierruu @MacMiller Stan Lee,en
,Unpopular opinion: I’m more bummed out by the death of Stephen Hillenburg than Stan Lee.,en
,Aint this the same asswipe that didnt know who Stan Lee was??? 😒,en
,"Stan Lee died and now Stephen Hillenburg the creator of Spong bob died today
:(",en
,"It’s so crazy and sad, first it was Stan Lee and now Stephen Hillenburg is gone. R.I.P both Stan Lee and Stephen Hi… https://t.co/9pNlZyZZIM",en
,#StanLee's Cause Of Death Has Been Revealed - https://t.co/5Pa6gMkIp8 https://t.co/EpJkQ9ckL2,en
,"2018 officially the worst year, lost x, stefan karl, Stephan hillenburg, stan lee, basically lil peep cause that was the end of 2017",en
,Thank you for joining us on this lovely episode. It was great fun and touching for everyone.,en
,bro my childhood is really over like.... damn,en
,@RyanHigginsRyan What’s your dream Scenario for the Avengers 4 trailer? A wolverine Snikt? A Stan Lee post humus Wa… https://t.co/EHnwLHPvSg,en
,"Say hi to Stan Lee, Adam West and Ernest Borgnine for me.",en
,"2018 deaths:
Ninja(Ligma)
XXX(Murder)
Stan Lee(Old Age)
Stephen Hilensburg(ALS)
Fortnite Leaks(Murder)",en
,First time watching a #marvelmovie since #StanLee passed. Bittersweet man,en
,"We lost someone great sunday the creator of spongebob Stephen Hillenburg, i watch spongebob ever since i was 2yrs o… https://t.co/MgijSuAxOb",en
,"First it was stan lee, now Stephen Hillenburg? Who is next? Fricking PewDiePie? All my favourites are dying :(",en
,first stan lee dies now stephen hillenburg... the fuck going on up there god,en
,Beltway Insider: Trump/Saudi’s/Khashoggi; UK/EU Finalize Brexit; Tear Gas Greets Immigrants; Stan Lee Memorial https://t.co/VkcSyegZCb,en
,"first Stan Lee, and now the creator of Spongebob! 2018’s officially the most emotionally depressing year ever 😞 https://t.co/izkWmYOtql",en
,Beltway Insider: Trump/Saudi’s/Khashoggi; UK/EU Finalize Brexit; Tear Gas Greets Immigrants; Stan Lee Memorial https://t.co/VGTMp8ncVp,en
,@ForrestSpiderOz 2018  stan lee pass away  now this,en
,Bill Maher’s comment on Stan Lee was just outrageous! I’m surprised that I’m just hearing about this. The only peop… https://t.co/k8zCoegUYw,en
,Stan Lee's Cause of Death Revealed https://t.co/yLXrTFY3w2 via @ComicBook,en
,2018  stan lee pass   now him,en
,The saddest part is in 1 none week no ones will say anything as if it never hap,en
,I personally think it’s heart warming that #StanLee includes his wife in his work! May they both #rip also please t… https://t.co/A92Pz2agha,en
,"Ladies, if he:

-stepped out the back
-made a new plan
-doesn’t need to be coy
-hopped on the bus
-dropped off the… https://t.co/WibQrWjEDi",en
,First Stan Lee and now Stephen Hillenburg?! 😭😭 and yet we still are left with Jerry Jones? What is this world doing to me,en
,"#Repost @pcoppodcast
・・・
Nuff said... #stanlee #stantheman #stanssoapbox #marvel #tribute #legend #hero #superhero… https://t.co/ct1fjGzMGE",en
,Nuff said... #stanlee #stantheman #stanssoapbox #marvel #tribute #legend #hero #superhero #goat #comics #artlife… https://t.co/BvkMRnocgB,en
,"Here's my signed copy of Spiderman 202 that was discussed on ep. 4 
#stanlee #spiderman #comics #ihibw #ihibwpod https://t.co/kgvbYFXsHS",en
,"Here’s a thought:
Can’t we just CG Stan Lee into future Marvel movies? We have the technology.",en
,"As the year winds down, we lose more and more heroes. Today we lost Stephen Hillenburg. And before him we lost Stan… https://t.co/rc4j3U7XJw",en
,Man we’re losing great people this first like Stan Lee and Steven Hillenburg 🥺,en
,Give us Stephen Hillenberg and Stan Lee back and Take Donald Trump instead,en
,"📺 #AntMan. Love #Marvel my shit.  #Chill #mood
.
.
#movie #guttergang #stanlee #FTL #comic #smokeup #gethappy @ Col… https://t.co/W8DpdUgbmE",en
,"📺 #AntMan. Love #Marvel my shit.  #Chill #mood
.
.
#movie #guttergang #stanlee #FTL #comic #smokeup #gethappy https://t.co/H7kvhAh2Q7",en
,"First Adam West, then Stan Lee, now HIM!!?! WHO'S NEXT? PEWDIEPIE!!!???!??!!? https://t.co/BaJOqYsLBJ",en
,mark lee says stan dreamnote!,en
,"Just a tribute to the Man himself. @TheRealStanLee #StanLee #Marvel
https://t.co/nYCq2LtCSJ",en
,"“See You Later, Buddy.”

First Stan Lee, and now him...

R.I.P: Stephen Hillenburg (1961-2018)

Also, yes, the blon… https://t.co/9uunykvm67",en
,"First #StanLee and now #StephenHillenburg , one more is gonna happen cuz it always happens in 3’s and that reality really creeps me out",en
,@ElvisTheAlienTV First Stan lee now this this. It’s a sad time for humanity,en
,"This is three idiots from the suburbs of NYC, talking about #StanLee We love you. Thank you for everything.… https://t.co/6toRmHi1Cp",en
,Amazing Fantasy #10 Marvel Comics 1962 Coverless Comic Stan Lee Steve Ditko https://t.co/rxrgJpRATF https://t.co/i4ETnxDSRA,en
,@JeffDLowe RIP Stan Lee https://t.co/TknWTA2fvR,en
,Damn first Stan Lee and now Stephen Hillenburg.. may they rest in peace 💙,en
,My childhood dead fr...,en
,"When did Stan Lee die, what was the Marvel Comics chief’s cause of death and what characters did he create?… https://t.co/g5xHBmBRL1",en
,@TheRealStanLee @Collectors01 @Avengers Stan Lee cameo in Avengers 4 leaked... https://t.co/Z5r7mGagJY,en
,Hopefully !!!.....#stanlee #marvel #marvelcinematicuniverse #avengers #spiderman #captainamerica #movies… https://t.co/HGygKjLxwC,en
,First Stan Lee and now the creator of spongebob... damn my childhood is taking the plunge to Rock Bottom for the holidays,en
,Stan Lee and Stephen Hillenburg died in the course of one month. Does anyone want to comment?,en
,Stan Lee’s cause of death revealed- Old as fuck.,en
,"@jongran @EmilyTails98 and what's more sad and disturbing it's that each one had they name started with ""St""  STeph… https://t.co/sOftt19AQV",en
